Project;Manager;Category;Key;Author;ChangeDate;Field;From;To
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;chuanliu;2013-06-27T16:48:39.318+0000;Description;job:2 following:2 configured:1 run:1 instead:1 e:1 fail:1 windows:1 error:1 message:1 looks:1 like:1 java:1 io:1 status:1 available:1 testing:1 unit:1 tests:1 hit:1 exception:1;job:2 following:2 configured:1 run:1 instead:1 e:1 fail:1 windows:1 error:1 message:1 looks:1 like:1 java:1 io:1 status:1 available:1 testing:1 unit:1 tests:1 hit:1 exception:1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;chuanliu;2013-06-27T17:01:50.692+0000;Link;;This issue is part of MAPREDUCE-4401
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;chuanliu;2013-06-27T18:58:15.130+0000;Attachment;;MAPREDUCE-5355-branch-2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;chuanliu;2013-06-28T00:09:10.572+0000;Attachment;;MAPREDUCE-5355-trunk.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;chuanliu;2013-06-28T06:22:19.998+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;chuanliu;2013-07-02T22:11:19.024+0000;Attachment;;MAPREDUCE-5355-trunk.2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;cnauroth;2013-07-02T22:35:09.087+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;cnauroth;2013-07-02T23:40:23.473+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;cnauroth;2013-07-02T23:40:23.473+0000;Fix version;;2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;cnauroth;2013-07-02T23:40:23.473+0000;Fix version;;3.0.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;cnauroth;2013-07-02T23:40:23.473+0000;Target version/s;;3.0.0, 2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;cnauroth;2013-07-02T23:40:23.473+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;acmurthy;2013-08-27T22:22:07.526+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;aw;2014-09-03T22:45:04.108+0000;Fix version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;andrew.wang;2016-05-12T18:22:48.128+0000;Version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5355;andrew.wang;2016-05-12T18:22:48.128+0000;Version;;3.0.0-alpha1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;chuanliu;2013-06-28T01:30:26.672+0000;Link;;This issue is part of MAPREDUCE-4401
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;chuanliu;2013-06-28T03:38:00.343+0000;Attachment;;MAPREDUCE-5357-trunk.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;chuanliu;2013-06-28T03:44:49.824+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;cnauroth;2013-07-03T05:10:51.001+0000;Target version/s;;3.0.0, 2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;cnauroth;2013-07-03T05:10:51.001+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;cnauroth;2013-07-03T05:49:00.911+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;cnauroth;2013-07-03T05:49:00.911+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;cnauroth;2013-07-03T05:49:17.278+0000;Fix version;;2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;cnauroth;2013-07-03T05:49:17.278+0000;Fix version;;3.0.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;chuanliu;2013-08-27T20:44:22.513+0000;Link;;This issue breaks MAPREDUCE-5483
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;acmurthy;2013-08-27T22:22:13.864+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;aw;2014-09-03T22:45:02.848+0000;Fix version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;andrew.wang;2016-05-12T18:22:33.597+0000;Version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5357;andrew.wang;2016-05-12T18:22:33.597+0000;Version;;3.0.0-alpha1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;devaraj.k;2013-07-01T11:50:43.147+0000;Attachment;;MAPREDUCE-5358.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;devaraj.k;2013-07-01T11:51:10.983+0000;Version;;2.0.5-alpha
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;devaraj.k;2013-07-01T11:51:10.983+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;jlowe;2013-07-03T14:47:29.025+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;jlowe;2013-07-03T14:47:29.025+0000;Fix version;;2.3.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;jlowe;2013-07-03T14:47:29.025+0000;Fix version;;3.0.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;jlowe;2013-07-03T14:47:29.025+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;jlowe;2013-07-03T14:47:29.025+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;jlowe;2013-08-02T00:29:29.245+0000;Fix version;2.3.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;jlowe;2013-08-02T00:29:29.245+0000;Fix version;;2.1.1-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;acmurthy;2013-09-24T23:33:35.447+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5358;aw;2014-09-03T23:48:12.769+0000;Fix version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;chuanliu;2013-06-28T06:08:37.855+0000;Link;;This issue is part of MAPREDUCE-4401
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;chuanliu;2013-06-28T06:11:21.278+0000;Attachment;;MAPREDUCE-5359-trunk.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;chuanliu;2013-06-28T06:11:40.444+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;chuanliu;2013-07-01T21:45:18.129+0000;Attachment;;MAPREDUCE-5359-trunk.2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;cnauroth;2013-07-02T23:08:45.491+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;cnauroth;2013-07-03T00:08:27.508+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;cnauroth;2013-07-03T00:08:27.508+0000;Fix version;;2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;cnauroth;2013-07-03T00:08:27.508+0000;Fix version;;3.0.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;cnauroth;2013-07-03T00:08:27.508+0000;Target version/s;;3.0.0, 2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;cnauroth;2013-07-03T00:08:27.508+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;acmurthy;2013-08-27T22:22:07.154+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;aw;2014-09-03T22:45:04.556+0000;Fix version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;andrew.wang;2016-05-12T18:22:42.778+0000;Version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5359;andrew.wang;2016-05-12T18:22:42.778+0000;Version;;3.0.0-alpha1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;chuanliu;2013-06-28T16:54:02.915+0000;Link;;This issue is part of MAPREDUCE-4401
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;chuanliu;2013-06-28T16:55:48.321+0000;Attachment;;MAPREDUCE-5360-trunk.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;chuanliu;2013-06-28T16:55:54.681+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;chuanliu;2013-07-05T16:16:59.455+0000;Attachment;;MAPREDUCE-5360-trunk.2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;cnauroth;2013-07-06T03:10:21.277+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;cnauroth;2013-07-06T03:10:21.277+0000;Component;;test
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;cnauroth;2013-07-06T03:10:21.277+0000;Target version/s;;3.0.0, 2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;cnauroth;2013-07-06T04:09:13.695+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;cnauroth;2013-07-06T04:09:13.695+0000;Fix version;;2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;cnauroth;2013-07-06T04:09:13.695+0000;Fix version;;3.0.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;cnauroth;2013-07-06T04:09:13.695+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;acmurthy;2013-08-27T22:22:17.295+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;aw;2014-09-03T22:45:03.881+0000;Fix version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;andrew.wang;2016-05-12T18:24:37.702+0000;Version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5360;andrew.wang;2016-05-12T18:24:37.702+0000;Version;;3.0.0-alpha1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2013-07-02T22:33:59.489+0000;Assignee;;Akira AJISAKA
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2013-07-03T00:13:46.220+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2013-07-03T00:17:32.868+0000;Status;Patch Available;Open
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2013-07-03T00:19:19.413+0000;Attachment;;MAPREDUCE-5363-1.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2013-07-03T00:20:53.564+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2013-07-03T01:00:53.486+0000;Attachment;;MAPREDUCE-5363-2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2013-07-03T21:17:25.157+0000;Attachment;;MAPREDUCE-5363-3.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ozawa;2013-07-04T06:13:43.527+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2013-07-23T02:34:59.804+0000;Target version/s;;trunk, 2.1.0-beta, 1.3.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2014-04-22T06:51:48.519+0000;Target version/s;trunk, 2.1.0-beta, 1.3.0;3.0.0, 2.5.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;ajisakaa;2014-04-22T06:52:03.577+0000;Priority;Major;Minor
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;kkambatl;2014-07-03T05:32:59.299+0000;Target version/s;3.0.0, 2.5.0;2.6.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;aw;2014-08-14T15:48:08.019+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;aw;2014-08-14T15:48:08.019+0000;Fix version;;2.6.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;aw;2014-08-14T15:48:08.019+0000;Fix version;;3.0.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;aw;2014-08-14T15:48:08.019+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;aw;2014-09-03T18:49:53.968+0000;Fix version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5363;acmurthy;2014-12-01T03:10:24.945+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-01T20:12:09.467+0000;Version;1.2.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-01T20:12:09.467+0000;Version;;1.2.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-01T20:12:09.467+0000;Key;HADOOP-9682;MAPREDUCE-5364
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-01T20:12:09.467+0000;Project;Hadoop Common;Hadoop Map/Reduce
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-01T20:21:29.098+0000;Attachment;;mr-5364-1.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-02T05:07:59.135+0000;Target version/s;;1.2.1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-02T05:07:59.135+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;tucu00;2013-07-03T21:36:47.975+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;tucu00;2013-07-03T21:36:47.975+0000;Fix version;;1.3.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;tucu00;2013-07-03T21:36:47.975+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;tucu00;2013-07-03T21:36:47.975+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;acmurthy;2013-07-05T03:02:05.089+0000;Fix version;1.3.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;acmurthy;2013-07-05T03:02:05.089+0000;Fix version;;1.2.1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-05T16:30:18.423+0000;Attachment;;mr-5364-addendum-1.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-08T21:42:07.551+0000;Attachment;;mr-5364-addendum-2.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-09T08:42:06.335+0000;Status;Resolved;Reopened
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-09T08:42:06.335+0000;Resolution;Fixed;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-09T08:42:18.515+0000;Status;Reopened;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-11T20:29:28.635+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-11T20:29:28.635+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-11T20:30:10.997+0000;Link;;This issue is related to MAPREDUCE-4860
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;kkambatl;2013-07-11T20:30:11.235+0000;Link;;This issue is related to MAPREDUCE-5384
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;mattf;2013-08-04T08:23:25.497+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;gmcdonald;2014-11-03T18:06:05.143+0000;Assignee;Karthik Kambatla;Karthik Kambatla
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5364;gmcdonald;2014-11-03T18:33:35.385+0000;Reporter;Karthik Kambatla;Karthik Kambatla
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;chuanliu;2013-07-01T21:49:20.968+0000;Link;;This issue is part of MAPREDUCE-4401
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;chuanliu;2013-07-01T21:50:58.621+0000;Attachment;;MAPREDUCE-5366-trunk.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;chuanliu;2013-07-02T04:35:54.468+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;cnauroth;2013-07-08T17:07:17.598+0000;Component;;test
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;cnauroth;2013-07-08T17:07:17.598+0000;Target version/s;;3.0.0, 2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;cnauroth;2013-07-08T17:07:17.598+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;cnauroth;2013-07-08T17:27:21.352+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;cnauroth;2013-07-08T17:27:21.352+0000;Fix version;;2.1.0-beta
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;cnauroth;2013-07-08T17:27:21.352+0000;Fix version;;3.0.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;cnauroth;2013-07-08T17:27:21.352+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;acmurthy;2013-08-27T22:22:08.621+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;aw;2014-09-03T22:45:02.497+0000;Fix version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;andrew.wang;2016-05-12T18:23:14.085+0000;Version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5366;andrew.wang;2016-05-12T18:23:14.085+0000;Version;;3.0.0-alpha1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5371;xifang;2013-07-02T21:15:42.048+0000;Attachment;;MAPREDUCE-5371.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5371;xifang;2013-07-02T21:18:41.824+0000;Status;Open;In Progress
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5371;cnauroth;2013-07-08T17:51:14.637+0000;Component;;test
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5371;cnauroth;2013-07-08T17:51:14.637+0000;Target version/s;;1-win
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5371;cnauroth;2013-07-08T17:51:14.637+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5371;cnauroth;2013-07-08T17:51:33.285+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5371;cnauroth;2013-07-08T17:51:33.285+0000;Status;In Progress;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;jeagles;2013-11-15T20:53:32.866+0000;Assignee;;Jonathan Eagles
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;jeagles;2013-11-15T20:55:35.393+0000;Attachment;;MAPREDUCE-5373.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;jeagles;2013-11-15T20:59:43.015+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;jeagles;2013-11-15T20:59:43.015+0000;Target version/s;;3.0.0, 2.3.0, 0.23.10
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;jeagles;2013-11-16T03:39:44.017+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;jeagles;2013-11-16T03:39:44.017+0000;Fix version;;0.23.10
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;jeagles;2013-11-16T03:39:44.017+0000;Fix version;;2.3.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;jeagles;2013-11-16T03:39:44.017+0000;Fix version;;3.0.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;jeagles;2013-11-16T03:39:44.017+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;acmurthy;2014-01-28T23:33:44.349+0000;Fix version;2.4.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;acmurthy;2014-01-28T23:33:44.349+0000;Fix version;;2.3.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;acmurthy;2014-02-24T20:58:38.833+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;aw;2014-09-03T23:40:08.783+0000;Fix version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;andrew.wang;2016-05-12T18:23:44.863+0000;Version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5373;andrew.wang;2016-05-12T18:23:44.863+0000;Version;;3.0.0-alpha1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5375;vinodkv;2013-07-04T17:56:04.301+0000;Version;;1.2.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5375;vinodkv;2013-07-04T18:03:46.698+0000;Attachment;;MRDelegationIssue-MR-5375.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5375;vinodkv;2013-07-04T18:04:37.356+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5375;vinodkv;2013-07-04T18:04:37.356+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5375;venkatnrangan;2013-07-04T22:55:09.011+0000;Link;;This issue is duplicated by MAPREDUCE-5249
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5375;acmurthy;2013-07-05T03:18:53.805+0000;Fix version;;1.2.1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5375;acmurthy;2013-07-05T03:18:53.805+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5375;acmurthy;2013-07-05T03:18:53.805+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5375;mattf;2013-08-04T08:23:27.801+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;schu;2013-07-10T22:27:24.714+0000;Attachment;;MAPREDUCE-5380.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;schu;2013-07-10T22:27:42.207+0000;Status;Open;Patch Available
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;schu;2013-07-16T23:50:22.636+0000;Attachment;;MAPREDUCE-5380.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;jlowe;2013-07-17T00:33:02.540+0000;Resolution;;Fixed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;jlowe;2013-07-17T00:33:02.540+0000;Fix version;;0.23.10
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;jlowe;2013-07-17T00:33:02.540+0000;Fix version;;2.3.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;jlowe;2013-07-17T00:33:02.540+0000;Fix version;;3.0.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;jlowe;2013-07-17T00:33:02.540+0000;Hadoop flags;;Reviewed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;jlowe;2013-07-17T00:33:02.540+0000;Status;Patch Available;Resolved
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;acmurthy;2014-01-28T23:33:41.053+0000;Fix version;2.4.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;acmurthy;2014-01-28T23:33:41.053+0000;Fix version;;2.3.0
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;acmurthy;2014-02-24T20:58:09.141+0000;Status;Resolved;Closed
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;aw;2014-09-03T23:40:08.664+0000;Fix version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;andrew.wang;2016-05-12T18:23:03.586+0000;Version;3.0.0;
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5380;andrew.wang;2016-05-12T18:23:03.586+0000;Version;;3.0.0-alpha1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5385;vinodkv;2013-07-12T05:24:49.091+0000;Key;YARN-916;MAPREDUCE-5385
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5385;vinodkv;2013-07-12T05:24:49.091+0000;Project;Hadoop YARN;Hadoop Map/Reduce
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5385;ojoshi;2013-07-13T00:18:25.647+0000;Description;deprecated:2 checked:1 issues:1 latest:1 distributed:1 cache:1 broken:1 returns:1 null:1;checked:1 issues:1 latest:1 distributed:1 cache:1 broken:1 returns:1 null:1
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5385;ojoshi;2013-07-13T01:08:58.165+0000;Attachment;;YARN-916-20130712.1.patch
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5385;ojoshi;2013-07-13T01:09:41.789+0000;Assignee;;Omkar Vinit Joshi
MAPREDUCE;Apache Hadoop Committee;big-data;MAPREDUCE-5385;ojoshi;2013-07-13T01:09:41.789+0000;Status;Open;Patch Available
